folderyear,licencersn,licencenumber,licencerevisionnumber,businessname,businesstradename,status,issueddate,expireddate,businesstype,businesssubtype,unit,unittype,house,street,city,province,country,postalcode,localarea,numberofemployees,feepaid,extractdate,geom,geo_point_2d,longitude,latitude,feepaid_missing,feepaid_clean,business_group
24,4522065,24-141635,10,(Andreea Toma),,Issued,2023-12-22T10:02:32-08:00,2024-12-31,Health Care Professionals and Services,,MZ1,Unit,970,BURRARD ST,Vancouver,BC,CA,V6Z 2R4,Downtown,1.0,,2026-07-01T02:32:17-07:00,,,-123.125113318281,49.2810836198967,1,277.0,Health Care Professionals and Services
24,4506458,24-125816,10,KYI Rehabilitation Inc,KYI Rehabilitation,Issued,2023-11-29T08:36:58-08:00,2024-12-31,Health Care Professionals and Services,,405,Unit,1755,W BROADWAY,Vancouver,BC,CA,V6J 4S5,Fairview,4.0,,2026-07-01T02:32:15-07:00,,,-123.144249988032,49.263980782002,1,277.0,Health Care Professionals and Services
25,4643429,25-135706,00,Valetor Cleaners Ltd,Valetor Cleaners,Issued,2025-07-18T12:44:32-07:00,2025-12-31,Laundry Services,,,,2106,W 38TH AV,Vancouver,BC,CA,V6M 1R9,Arbutus-Ridge,1.0,310.0,2026-07-01T02:32:21-07:00,,,-123.155849867052,49.2370522349789,0,310.0,Other
26,4872478,26-149894,00,(Bokyeon Cho),Lotte Shopping Centre,Issued,2026-01-12T14:05:01-08:00,2026-12-31,Retail Dealer - Food,,,,1089,KINGSWAY,Vancouver,BC,CA,V5V 3C7,Kensington-Cedar Cottage,3.0,376.0,2026-07-22T00:08:58-07:00,,,-123.08229275547,49.2534872952847,0,376.0,Retail Dealer - Food
25,4642653,25-134930,00,Canadian Parks And Wilderness Society of BC,,Issued,2024-11-21T13:11:16-08:00,2025-12-31,Association or Society,,200,Unit,312,MAIN ST,Vancouver,BC,CA,V6A 2T2,Strathcona,16.0,2.0,2026-07-01T02:32:21-07:00,,,-123.099186335777,49.2818567146548,0,2.0,Association or Society
25,4656810,25-149087,00,EssilorLuxottica Canada Inc,Clearly,Issued,2025-04-03T10:25:55-07:00,2025-12-31,Retail Dealer,,,,961,ROBSON ST,Vancouver,BC,CA,V6Z 2V7,Downtown,8.0,310.0,2026-07-01T02:32:22-07:00,,,-123.122070609985,49.2833549453905,0,310.0,Retail Dealer
25,4658789,25-151064,00,Do Most Auto Repairs Ltd,,Issued,2024-12-09T15:30:16-08:00,2025-12-31,Vehicle Repair Detailing and Washing Services,,A,Unit,799,KINGSWAY,Vancouver,BC,CA,V5V 3C2,Kensington-Cedar Cottage,6.0,265.0,2026-07-01T02:32:22-07:00,,,-123.087209884646,49.2558469932365,0,265.0,Vehicle Repair Detailing and Washing Services
24,4526715,24-146584,10,Pick A Stuff Trading Ltd,Chula Vista Grocery,Issued,2023-12-19T11:08:17-08:00,2024-12-31,Retail Dealer - Food,,,,2982,E 22ND AV,Vancouver,BC,CA,V5M 2Y4,Renfrew-Collingwood,2.0,,2026-07-01T02:32:17-07:00,,,-123.04207780507,49.2503210157691,1,376.0,Retail Dealer - Food
26,4842741,26-120158,00,AIRG INC.,,Issued,2026-01-13T14:51:27-08:00,2026-12-31,Information Communication Technology,,820,Unit,1075,W GEORGIA ST,Vancouver,BC,CA,V6E 3C9,Downtown,26.0,277.0,2026-07-22T00:08:56-07:00,,,-123.122189505874,49.2858641494082,0,277.0,Information Communication Technology
25,4655513,25-147790,00,ARGENTINA LITHIUM & ENERGY CORP.,,Issued,2024-12-31T10:56:44-08:00,2025-12-31,Mining Services,,312 & 411,Unit,837,W HASTINGS ST,Vancouver,BC,,V6C 3N6,Downtown,9.0,265.0,2026-07-01T02:32:22-07:00,,,-123.114848088901,49.2868596547397,0,265.0,Mining Services
26,4891730,26-158990,00,Imperial Parking Canada Corporation,Impark Lot 0737,Issued,2026-01-05T09:07:10-08:00,2026-12-31,Parking Area / Garage,Auto Parking Lot with EV Charging,,,333,DUNSMUIR ST,Vancouver,BC,CA,V6B 5R4,Downtown,0.0,277.0,2026-07-22T00:08:58-07:00,,,-123.112859914053,49.2817738893321,0,277.0,Parking Area / Garage
25,4741256,25-217435,00,(Carmen Fung),,Issued,2025-04-25T11:16:28-07:00,2025-12-31,Health Care Professionals and Services,,140,Unit,943,W BROADWAY,Vancouver,BC,,V5Z 4E7,Fairview,1.0,273.0,2026-07-01T02:32:23-07:00,,,-123.125126477568,49.2636641442616,0,273.0,Health Care Professionals and Services
25,4628464,25-120743,00,JMJ Management Limited,,Issued,2024-12-07T11:11:59-08:00,2025-12-31,Long-term Rental,,,,2623,E Hastings St,Vancouver,BC,CA,V5K 1Z5,Hastings-Sunrise,0.0,188.0,2026-07-01T02:32:20-07:00,,,-123.051286597066,49.2814119946041,0,188.0,Long-term Rental
26,4831581,26-108999,00,ThoughtFarmer Inc,,Issued,2025-12-02T13:49:38-08:00,2026-12-31,Digital Entertainment and Interactive Technology,,210,Unit,12,WATER ST,Vancouver,BC,CA,V6B 1A5,Downtown,35.0,277.0,2026-07-22T00:08:55-07:00,,,-123.104956671551,49.2833219330242,0,277.0,Other
25,4628923,25-121202,00,(May Seto),,Issued,2024-12-23T11:07:51-08:00,2025-12-31,Long-term Rental,,,,1590,E Broadway,Vancouver,BC,CA,V5N 1W1,Kensington-Cedar Cottage,0.0,846.0,2026-07-01T02:32:20-07:00,,,-123.071784779378,49.2620168264405,0,846.0,Long-term Rental
25,4650232,25-142509,00,I J Gamble (I Gamble),Thorsteinssons LLP,Issued,2024-12-01T17:21:17-08:00,2025-12-31,Legal Services,,2700,Unit,595,Burrard St,Vancouver,BC,CA,V7X 1J2,Downtown,0.0,265.0,2026-07-01T02:32:21-07:00,,,-123.11972958074,49.2861303368945,0,265.0,Legal Services
26,4854495,26-131911,00,1299362 BC Ltd,,Issued,2025-12-11T16:02:01-08:00,2026-12-31,Long-term Rental,,,,8471,CAMBIE ST,Vancouver,BC,CA,V6P 3J9,Marpole,0.0,490.0,2026-07-22T00:08:57-07:00,,,-123.117713261962,49.2088386130963,0,490.0,Long-term Rental
26,4841699,26-119116,00,Happy Feet Wellness Ltd,,Issued,2025-11-17T11:45:14-08:00,2026-12-31,Health Enhancement Services,Health Enhancement Centre,107,Unit,2609,E 49TH AV,Vancouver,BC,CA,V5S 1J9,Victoria-Fraserview,4.0,376.0,2026-07-22T00:08:56-07:00,,,-123.053849078656,49.2253858085065,0,376.0,Other
24,4513835,24-132882,10,Westland Insurance Group Ltd,,Issued,2023-12-05T15:45:40-08:00,2024-12-31,Insurance Services,,,,4528,W 10th Av,Vancouver,BC,CA,V6R 2J1,West Point Grey,5.0,,2026-07-01T02:32:16-07:00,,,-123.210008614216,49.2635680079636,1,277.0,Insurance Services
25,4756516,25-232440,00,16694250 CANADA INC.,Shelly's Kitchen & Pizza,Issued,2025-08-21T11:12:31-07:00,2025-12-31,Limited Service Food Establishment,Without Liquor,,,1410,E 41ST AV,Vancouver,BC,CA,V5P 1J7,Victoria-Fraserview,3.0,192.0,2026-07-01T02:32:23-07:00,,,-123.076498178033,49.2324348752929,0,192.0,Limited Service Food Establishment
26,4860983,26-138399,00,Chera's Pet Food Inc,Bosley's By Pet Valu,Issued,2026-02-03T16:06:30-08:00,2026-12-31,Animal Services,,,,8515,RIVER DIST. CROSSING,Vancouver,BC,CA,V5S 0C8,Killarney,2.0,277.0,2026-07-22T00:08:57-07:00,,,-123.031758253124,49.2063861067936,0,277.0,Other
25,4628984,25-121263,00,661574 BC Ltd,,Issued,2024-11-20T14:41:32-08:00,2025-12-31,Long-term Rental,,,,1498,Harwood St,Vancouver,BC,CA,V6G 1X6,West End,0.0,5170.0,2026-07-01T02:32:20-07:00,,,-123.139644901909,49.2827850332888,0,5170.0,Long-term Rental
24,4497076,24-115484,10,SP Solutions Inc,,Issued,2023-12-22T15:07:25-08:00,2024-12-31,Business Support Services,,1750,Unit,1177,W HASTINGS ST,Vancouver,BC,CA,V6E 2K3,Downtown,1.0,,2026-07-01T02:32:15-07:00,,,-123.121979852972,49.2888486263507,1,277.0,Business Support Services
24,4527173,24-147003,10,Sungiven Foods Canada Inc,Sungiven Foods,Issued,2024-01-26T17:33:44-08:00,2024-12-31,Grocery Store,,,,3301,W BROADWAY,Vancouver,BC,CA,V6R 2B1,Kitsilano,31.0,,2026-07-01T02:32:17-07:00,,,-123.178331241596,49.2644954783709,1,1108.0,Other
25,4617931,25-110210,00,Little Kitchen Academy Ltd,,Issued,2024-11-18T12:57:47-08:00,2025-12-31,Arts and Creative Instruction,,,,3744,W 10TH AV,Vancouver,BC,CA,V6R 2G4,West Point Grey,15.0,265.0,2026-07-01T02:32:19-07:00,,,-123.186748172171,49.2631975207552,0,265.0,Other
25,4637569,25-129848,00,Jean L Lynch (Jean Lynch),,Issued,2024-11-19T10:24:14-08:00,2025-12-31,Long-term Rental,,,,2632,Alberta St,Vancouver,BC,CA,V5Y 3L4,Mount Pleasant,0.0,470.0,2026-07-01T02:32:20-07:00,,,-123.110677760128,49.2616316689657,0,470.0,Long-term Rental
24,4526072,24-160917,10,(Kathleen Robertson),Euphoria,Issued,2023-12-06T17:46:14-08:00,2024-12-31,Retail Dealer,,,,2809,W BROADWAY,Vancouver,BC,CA,V6K 2G6,Kitsilano,2.0,,2026-07-01T02:32:17-07:00,,,-123.168702411505,49.2643314108242,1,277.0,Retail Dealer
26,4993788,26-249502,00,(SHIVANGI PATEL),CHILLIWACK JUICE CO.,Issued,2026-06-22T10:26:24-07:00,2026-12-31,Food Manufacturer Assembler and Processor,,,,401,INDUSTRIAL AV,Vancouver,BC,,V6A 2P8,Strathcona,2.0,388.0,2026-07-22T00:08:59-07:00,,,-123.095880311818,49.2699871455603,0,388.0,Food Manufacturer Assembler and Processor
26,4843672,26-121089,00,Opus Hotel Holding Corporation,CAPO & The Spritz - The Spritz,Issued,2025-11-14T09:46:19-08:00,2026-12-31,Liquor Establishment,Extended - Class 2 66-200 seats,,,322,Davie St,Vancouver,BC,CA,V6B 5Z6,Downtown,5.0,2430.0,2026-07-22T00:08:56-07:00,,,-123.122651885389,49.2745629420029,0,2430.0,Liquor Establishment
24,4517834,24-137326,11,Agriforce Growing Systems Ltd,,Issued,2024-01-22T13:57:12-08:00,2024-12-31,Business Support Services,,300,Unit,525,W 8TH AV,Vancouver,BC,CA,V5Z 1C6,Fairview,5.0,,2026-07-01T02:32:17-07:00,,,-123.115686257669,49.2643799617555,1,277.0,Business Support Services
25,4616843,25-109122,00,Shaka Enterprise Ltd,Honolulu Coffee,Issued,2024-12-30T13:03:01-08:00,2025-12-31,Restaurant,Class 1 with liquor service,G1,Unit,888,NELSON ST,Vancouver,BC,CA,V6Z 2H1,Downtown,9.0,1444.0,2026-07-01T02:32:19-07:00,,,-123.124913915747,49.2800408534638,0,1444.0,Restaurant
24,4524028,24-143776,10,Erickson's Artificial Eyes Ltd,,Issued,2023-11-21T08:46:42-08:00,2024-12-31,Retail Dealer,,703,Unit,805,W BROADWAY,Vancouver,BC,CA,V5Z 1K1,Fairview,4.0,,2026-07-01T02:32:17-07:00,,,-123.122237018287,49.263789572122,1,277.0,Retail Dealer
24,4603071,24-290317,00,(Taylor Lysohirka),,Issued,2024-11-07T10:41:26-08:00,2024-11-08,Special Events,Arts and Culture,,,1930,POWELL ST,Vancouver,BC,CA,V5L 1J3,Grandview-Woodland,0.0,200.0,2026-07-01T02:32:18-07:00,,,-123.064861718714,49.2845430575863,0,200.0,Other
25,4731335,25-207668,00,(Michael Nelson),,Issued,2025-04-10T08:23:33-07:00,2025-12-31,Health Care Professionals and Services,,512,Unit,207,W HASTINGS ST,Vancouver,BC,,V6B 1H7,Downtown,1.0,273.0,2026-07-01T02:32:23-07:00,,,-123.109667400476,49.2831356847985,0,273.0,Health Care Professionals and Services
26,4868428,26-145844,00,Valerie C Mann Law Corporation,Lawson Lundell LLP,Issued,2025-12-24T13:13:23-08:00,2026-12-31,Legal Services,,1600,Unit,925,W GEORGIA ST,Vancouver,BC,CA,V6C 3L2,Downtown,0.0,277.0,2026-07-22T00:08:57-07:00,,,-123.119779336932,49.2843274008411,0,277.0,Legal Services
24,4514385,24-133490,10,Mogo Finance Technology Inc,,Issued,2023-11-20T14:55:49-08:00,2024-12-31,Business Support Services,,516,Unit,409,GRANVILLE ST,Vancouver,BC,CA,V6C 1T2,Downtown,160.0,,2026-07-01T02:32:16-07:00,,,-123.114569797322,49.2853593925229,1,277.0,Business Support Services
24,4503627,24-122706,10,Miyuki Seino & Kenji Seino,Berry's Creation,Issued,2023-11-26T23:00:06-08:00,2024-12-31,Beauty Services,Barber Shop or Beauty Salon,320,Unit,736,GRANVILLE ST,Vancouver,BC,CA,V6Z 1G3,Downtown,2.0,,2026-07-01T02:32:15-07:00,,,-123.118522373666,49.2818433477786,1,360.0,Beauty Services
26,4891291,26-158551,00,(Jason Goncalves),,Issued,2025-12-07T14:36:15-08:00,2026-12-31,Health Care Professionals and Services,,102,Unit,4088,CAMBIE ST,Vancouver,BC,,V5Z 2X8,Riley Park,1.0,277.0,2026-07-22T00:08:58-07:00,,,-123.11499559533,49.2491840056061,0,277.0,Health Care Professionals and Services
24,4529591,24-149251,10,Starbucks Coffee Canada Inc,Starbucks Coffee #60595,Issued,2024-01-04T10:39:21-08:00,2024-12-31,Restaurant,Class 1 no liquor service,,,502,W BROADWAY,Vancouver,BC,CA,V5Z 1E9,Fairview,20.0,,2026-07-01T02:32:18-07:00,,,-123.115449021453,49.2629187028982,1,1384.0,Restaurant
24,4484931,24-102386,10,Capreit Fraser Flats Ltd,,Issued,2023-12-18T14:29:26-08:00,2024-12-31,Long-term Rental,,,,3618,SAWMILL CRESCENT,Vancouver,BC,CA,V5S 0E9,Killarney,0.0,,2026-07-01T02:32:14-07:00,,,-123.0246691506,49.2059701959025,1,882.0,Long-term Rental
26,4840235,26-117652,00,Dr. S. Elizabeth de Klerk Inc.,,Issued,2025-12-26T01:07:17-08:00,2026-12-31,Health Care Professionals and Services,,1314,Unit,750,W BROADWAY,Vancouver,BC,,V5Z 1J3,Fairview,4.0,277.0,2026-07-22T00:08:56-07:00,,,-123.121054317485,49.2630145309513,0,277.0,Health Care Professionals and Services
26,4834911,26-112329,00,Thi Bich Huyen Le (Thi Le),Hair Reflections,Issued,2025-11-16T16:01:32-08:00,2026-12-31,Beauty Services,Barber Shop or Beauty Salon,,,8619,GRANVILLE ST,Vancouver,BC,CA,V6P 5A2,Marpole,2.0,376.0,2026-07-22T00:08:55-07:00,,,-123.140944953318,49.2081929335884,0,376.0,Beauty Services
26,4838073,26-115490,00,(Brandon Luu),,Issued,2026-01-02T13:18:44-08:00,2026-12-31,Health Care Professionals and Services,,,,1635,MAIN ST,Vancouver,BC,CA,V6A 2W5,Mount Pleasant,1.0,277.0,2026-07-22T00:08:56-07:00,,,-123.10129773698,49.2707251484447,0,277.0,Health Care Professionals and Services
24,4529283,24-148912,10,La Boqueria Restaurant Group Ltd,La Boqueria Tasting Room,Issued,2024-03-26T12:07:45-07:00,2024-12-31,Restaurant,Class 1 with liquor service,,,291,E PENDER ST,Vancouver,BC,CA,V6A 1T8,Strathcona,4.0,,2026-07-01T02:32:18-07:00,,,-123.097626938192,49.2807055714745,1,1384.0,Restaurant
25,4627010,25-119289,00,First Run Theatre Inc,First Run Theatre,Issued,2025-04-02T13:35:27-07:00,2025-12-31,Limited Service Food Establishment,Without Liquor,,,4555,DUNBAR ST,Vancouver,BC,CA,V6S 2G7,Dunbar-Southlands,10.0,761.0,2026-07-01T02:32:20-07:00,,,-123.185611238417,49.2455426344615,0,761.0,Limited Service Food Establishment
26,4844312,26-121729,00,1169628 BC Ltd,Far Out Coffee Post,Issued,2025-11-19T20:39:49-08:00,2026-12-31,Limited Service Food Establishment,Without Liquor,,,2173,DUNDAS ST,Vancouver,BC,CA,V5L 1J7,Grandview-Woodland,0.0,723.0,2026-07-22T00:08:56-07:00,,,-123.059939079045,49.2850562638002,0,723.0,Limited Service Food Establishment
25,4730209,25-206577,00,(Michael Nelson),,Issued,2025-04-10T08:21:14-07:00,2025-12-31,Health Care Professionals and Services,,,,2130,MAIN ST,Vancouver,BC,,V5T 3C5,Mount Pleasant,1.0,273.0,2026-07-01T02:32:23-07:00,,,-123.100355266498,49.2660606022929,0,273.0,Health Care Professionals and Services
26,4922812,26-115563,01,(Susan Jung),Susan Jung Acupuncture,Issued,2026-01-14T09:27:03-08:00,2026-12-31,Health Care Professionals and Services,,,,5446,VICTORIA DRIVE,Vancouver,BC,CA,V5P 3V8,Kensington-Cedar Cottage,1.0,310.0,2026-07-22T00:08:58-07:00,,,-123.06506496094,49.2354152787828,0,310.0,Health Care Professionals and Services
24,4492695,24-110572,10,Marman Developments Ltd,Marman Developments,Issued,2023-11-20T09:46:53-08:00,2024-12-31,General Contractor,,400,Unit,1681,CHESTNUT ST,Vancouver,BC,CA,V6J 4M6,Kitsilano,0.0,,2026-07-01T02:32:14-07:00,,,-123.146783549831,49.270929865845,1,376.0,General Contractor
25,4890946,25-306790,00,Robertson Hospitality Ltd,The Red Accordion,Issued,2025-12-22T09:28:37-08:00,2025-12-31,Temp Liquor Licence Amendment,Chg of Hours,,,1616,ALBERNI ST,Vancouver,BC,CA,V6G 1A6,West End,31.0,123.0,2026-07-01T02:32:24-07:00,,,-123.131785569508,49.290231453698,0,123.0,Other
26,4837302,26-114719,00,SoleFit Orthotics Inc,SoleFit,Issued,2026-01-13T12:17:58-08:00,2026-12-31,Health Care Professionals and Services,,,,3345,W 4TH AV,Vancouver,BC,CA,V6R 1N6,Kitsilano,2.0,277.0,2026-07-22T00:08:56-07:00,,,-123.178432832919,49.2687731263762,0,277.0,Health Care Professionals and Services
26,4870255,26-147671,00,LAURA SARAH ALLAN LAW CORPORATION.,Nasser Allan LLP,Issued,2026-03-28T10:15:35-07:00,2026-12-31,Legal Services,,701,Unit,815,W HASTINGS ST,Vancouver,BC,,V6C 3N2,Downtown,10.0,324.0,2026-07-22T00:08:57-07:00,,,-123.114898832202,49.2862923238722,0,324.0,Legal Services
26,4978465,26-234499,00,MADE BY HANDS SAUCE INC.,Saucy Bird,Issued,2026-06-24T09:34:18-07:00,2026-12-31,Food Manufacturer Assembler and Processor,,200,Unit,1245,GLEN DRIVE,Vancouver,BC,,V6A 3M8,Strathcona,1.0,432.0,2026-07-22T00:08:59-07:00,,,-123.081856389159,49.2735243529303,0,432.0,Food Manufacturer Assembler and Processor
24,4485292,24-222367,10,Golden Fortune Enterprises Ltd,,Issued,2024-05-23T09:38:07-07:00,2024-12-31,Long-term Rental,,,,404,E 8th Av,Vancouver,BC,CA,V5T 1S4,Mount Pleasant,0.0,7422.0,2026-07-01T02:32:14-07:00,,,-123.095397365506,49.2631955569742,0,7422.0,Long-term Rental
25,4611719,25-103998,00,Le Blanc Signs Ltd,Fast Signs,Issued,2024-11-23T14:21:46-08:00,2025-12-31,General Contractor,,150,Unit,625,W KENT AV NORTH,Vancouver,BC,CA,V6P 6T7,Marpole,12.0,660.0,2026-07-01T02:32:19-07:00,,,-123.120315176274,49.2062674608133,0,660.0,General Contractor
26,4860517,26-137933,00,Columbia Foundation,Columbia Institute,Issued,2026-01-17T10:23:43-08:00,2026-12-31,Association or Society,,510,Unit,1155,ROBSON ST,Vancouver,BC,CA,V6E 1B5,West End,4.0,96.0,2026-07-22T00:08:57-07:00,,,-123.125726241191,49.2855558149187,0,96.0,Association or Society
26,4828532,26-105950,00,WCPG CONSTRUCTION LTD,,Issued,2025-11-26T10:05:22-08:00,2026-12-31,General Contractor,,480,Unit,2955,VIRTUAL WAY,Vancouver,BC,CA,V5M 4X6,Renfrew-Collingwood,16.0,376.0,2026-07-22T00:08:55-07:00,,,-123.042424835637,49.2606031412959,0,376.0,General Contractor
26,4973608,26-153124,01,Petit Pont Group Holdings Ltd,Petit Pont,Issued,2026-06-22T15:57:09-07:00,2026-12-31,Retail Dealer,,2122,Unit,650,W 41ST AV,Vancouver,BC,CA,V5Z 0N8,Oakridge,5.0,33.0,2026-07-22T00:08:59-07:00,,,-123.118854822642,49.2320652387003,0,33.0,Retail Dealer
25,4641036,25-133313,00,JIMC Holdings Ltd,,Issued,2024-11-15T21:19:39-08:00,2025-12-31,Long-term Rental,,,,3639,MAIN ST,Vancouver,BC,CA,V5V 3N6,Riley Park,0.0,1128.0,2026-07-01T02:32:21-07:00,,,-123.101376629633,49.2524820579717,0,1128.0,Long-term Rental
26,4830931,26-108349,00,Schmidt Bros Mechanical Ltd,,Issued,2025-11-13T11:29:55-08:00,2026-12-31,Trade Contractor,,106,Unit,8828,HEATHER ST,Vancouver,BC,CA,V6P 3S8,Marpole,12.0,676.0,2026-07-22T00:08:55-07:00,,,-123.122548513242,49.2059632577172,0,676.0,Other
25,4649530,25-141807,00,Wealthsense Financial Group Inc,,Issued,2024-11-18T15:20:42-08:00,2025-12-31,Financial Services,,310,Unit,1650,W 2ND AV,Vancouver,BC,CA,V6J 4R3,Fairview,5.0,265.0,2026-07-01T02:32:21-07:00,,,-123.141975698179,49.2694691975643,0,265.0,Financial Services
24,4517172,24-136551,10,(Nicholas Waissbluth),Waissbluth Architecture,Issued,2023-12-30T09:32:18-08:00,2024-12-31,Architectural and Engineering Services,,311,Unit,314,W CORDOVA ST,Vancouver,BC,CA,V6B 1E8,Downtown,4.0,,2026-07-01T02:32:16-07:00,,,-123.109726430323,49.2835326937869,1,277.0,Architectural and Engineering Services
26,4832060,26-109478,00,Pink Pearl Restaurant (Vancouver) Ltd,Pink Pearl Chinese Seafood Restaurant,Issued,2025-11-24T16:12:06-08:00,2026-12-31,Restaurant,Class 1 with liquor service,,,1132,E HASTINGS ST,Vancouver,BC,CA,V6A 1S2,Strathcona,40.0,6914.0,2026-07-22T00:08:55-07:00,,,-123.080226210625,49.2806779537935,0,6914.0,Restaurant
24,4490769,24-108374,10,Endnight Games Ltd,Endnight Games,Issued,2023-11-22T14:37:37-08:00,2024-12-31,Information Communication Technology,,300,Unit,1111,W GEORGIA ST,Vancouver,BC,CA,V6E 4M3,Downtown,6.0,,2026-07-01T02:32:14-07:00,,,-123.123373199272,49.2863311263477,1,277.0,Information Communication Technology
26,4835720,26-113138,00,ARTESANO CAFE AND NAIL LTD.,,Issued,2025-12-30T17:10:27-08:00,2026-12-31,Beauty Services,Beauty and Wellness Centre,,,2567,W BROADWAY,Vancouver,BC,,V6K 2E9,Kitsilano,6.0,376.0,2026-07-22T00:08:55-07:00,,,-123.163583728845,49.264294370928,0,376.0,Beauty Services
24,4528711,24-148312,10,Cinema Public House Ltd,Cinema Public House,Issued,2023-12-22T09:36:13-08:00,2024-12-31,Restaurant,Class 1 with liquor service,,,901,GRANVILLE ST,Vancouver,BC,CA,V6Z 1L3,Downtown,35.0,,2026-07-01T02:32:18-07:00,,,-123.121928081276,49.2803676802706,1,1384.0,Restaurant
26,4863668,26-141084,00,Dye & Durham Corporation,,Issued,2025-11-18T12:28:10-08:00,2026-12-31,Business Support Services,,200,Unit,890,W PENDER ST,Vancouver,BC,CA,V6C 1J9,Downtown,35.0,277.0,2026-07-22T00:08:57-07:00,,,-123.116807527791,49.2855464375985,0,277.0,Business Support Services
25,4623280,25-115559,00,(Tatham Johnson),,Issued,2024-12-18T10:29:40-08:00,2025-12-31,Health Care Professionals and Services,,400,Unit,601,W BROADWAY,Vancouver,BC,CA,V5Z 4C2,Fairview,1.0,265.0,2026-07-01T02:32:19-07:00,,,-123.118825327017,49.2639375042278,0,265.0,Health Care Professionals and Services
24,4562306,24-250429,00,Sher Shah Shahab Dental Corp,,Issued,2024-08-02T15:53:29-07:00,2024-12-31,Health Care Professionals and Services,,,,1762,W BROADWAY,Vancouver,BC,CA,V6J 1Y1,Fairview,8.0,181.0,2026-07-01T02:32:18-07:00,,,-123.144264619103,49.2633795780173,0,181.0,Health Care Professionals and Services
26,4891274,26-158534,00,(Silin Chen),Silin (Celine) RMT,Issued,2025-12-04T22:41:53-08:00,2026-12-31,Health Care Professionals and Services,,140,Unit,809,W 41ST AV,Vancouver,BC,,V5Z 2N6,South Cambie,1.0,277.0,2026-07-22T00:08:58-07:00,,,-123.124308958691,49.2341207250239,0,277.0,Health Care Professionals and Services
25,4642872,25-135149,00,Raincity Housing And Support Society,,Issued,2025-09-03T11:54:19-07:00,2025-12-31,Association or Society,,2nd,Floor,616,POWELL ST,Vancouver,BC,CA,V6A 1H4,Strathcona,12.0,47.0,2026-07-01T02:32:21-07:00,,,-123.090897029721,49.2827536052937,0,47.0,Association or Society
26,4845082,26-122499,00,POPURA EXPRESS CORP.,Peone Food,Issued,2025-12-29T13:23:26-08:00,2026-12-31,Limited Service Food Establishment,Without Liquor,2017,Unit,88,W PENDER ST,Vancouver,BC,,V6B 6N9,Downtown,2.0,723.0,2026-07-22T00:08:56-07:00,,,-123.106751856679,49.280289660285,0,723.0,Limited Service Food Establishment
26,4857294,26-134710,00,Community Builders Benevolence Group,,Issued,2025-12-16T14:22:49-08:00,2026-12-31,Long-term Rental,Non-Profit Housing,,,1025,GRANVILLE ST,Vancouver,BC,CA,V6Z 1L4,Downtown,0.0,277.0,2026-07-22T00:08:57-07:00,,,-123.123766503067,49.2791556399756,0,277.0,Long-term Rental
25,4616189,25-108468,00,On Lok Enterprise Limited,On Lok Restaurant & Won Ton House,Issued,2024-12-23T13:14:15-08:00,2025-12-31,Restaurant,Class 1 with liquor service,,,2010,E Hastings St,Vancouver,BC,CA,V5L 1T8,Grandview-Woodland,9.0,3004.0,2026-07-01T02:32:19-07:00,,,-123.06340020804,49.2809254158072,0,3004.0,Restaurant
24,4506097,24-125371,10,(Ola Abugharbiyeh),Jade Counselling & Wellness,Issued,2023-12-22T22:24:57-08:00,2024-12-31,Health Care Professionals and Services,,201,Unit,1037,W BROADWAY,Vancouver,BC,CA,V6H 1E3,Fairview,1.0,,2026-07-01T02:32:15-07:00,,,-123.127496026197,49.2637069526358,1,277.0,Health Care Professionals and Services
